ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,5.83,3.25,3.29,3.56,4.23,4.3,3.54,IBA
KNN,5.89,2.89,3.89,3.8,3.93,3.89,3.71,IBA
DTREE,5.11,3.17,3.64,4.3,4.6,3.41,3.77,IBA
SVM,6.65,3.17,3.31,3.48,4.54,3.07,3.78,IBA
MLP,6.56,2.92,3.28,3.78,4.16,3.48,3.84,IBA
RF,6.01,3.34,3.4,3.89,3.41,4.09,3.86,IBA
SGD,5.99,3.41,3.63,3.56,4.34,3.17,3.89,IBA
LRG,6.92,2.89,3.34,3.58,4.06,3.21,4.0,IBA
avarage,6.12,3.13,3.47,3.74,4.16,3.58,3.8,IBA
std,0.57,0.21,0.22,0.27,0.38,0.46,0.14,IBA
