ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.08,3.6,3.23,4.02,3.51,3.91,3.65,AUC
DTREE,4.78,3.97,3.16,4.32,4.86,3.24,3.68,AUC
KNN,5.53,3.42,3.52,3.82,4.06,3.89,3.75,AUC
ABC,5.35,3.02,3.37,3.84,4.11,4.48,3.83,AUC
LRG,6.66,2.65,3.37,3.8,3.85,3.39,4.27,AUC
SGD,5.58,3.29,3.64,3.66,3.77,3.63,4.43,AUC
MLP,6.45,2.76,3.46,3.42,3.93,3.53,4.44,AUC
SVM,6.5,3.16,3.25,3.66,4.11,2.89,4.44,AUC
avarage,5.87,3.23,3.37,3.82,4.02,3.62,4.06,AUC
std,0.66,0.44,0.16,0.27,0.39,0.49,0.37,AUC
