ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.71,3.0,4.57,4.64,3.36,3.14,IBA
ABC,2.86,3.0,4.0,3.0,5.0,5.43,4.71,IBA
RF,5.21,4.07,3.0,3.07,3.36,4.21,5.07,IBA
SGD,5.43,3.71,4.14,2.57,3.86,3.14,5.14,IBA
DTREE,4.43,4.07,2.36,3.57,4.71,3.57,5.29,IBA
SVM,6.57,3.21,3.57,2.93,4.14,2.21,5.36,IBA
KNN,4.93,4.07,2.14,2.93,4.21,3.93,5.79,IBA
MLP,6.5,3.36,2.79,3.43,2.93,2.93,6.07,IBA
avarage,5.31,3.53,3.12,3.26,4.11,3.6,5.07,IBA
std,1.29,0.53,0.73,0.61,0.71,0.96,0.89,IBA
