ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.49,3.42,3.96,4.43,4.05,3.38,3.27,SPE
RF,6.3,3.51,3.45,3.93,2.75,4.11,3.96,SPE
ABC,6.09,3.37,3.33,3.45,3.49,4.22,4.05,SPE
SGD,6.28,3.74,3.52,3.42,3.75,3.0,4.3,SPE
SVM,6.78,3.48,3.42,3.27,3.57,3.09,4.39,SPE
KNN,6.54,2.83,4.02,3.16,2.75,4.21,4.48,SPE
LRG,6.93,3.08,3.87,3.08,3.23,3.11,4.7,SPE
MLP,6.76,3.41,3.52,3.47,3.14,3.01,4.7,SPE
avarage,6.4,3.35,3.64,3.53,3.34,3.52,4.23,SPE
std,0.47,0.28,0.27,0.45,0.46,0.56,0.47,SPE
