ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.86,3.86,4.36,3.93,3.36,3.14,IBA
ABC,4.0,4.36,3.21,2.71,3.71,5.57,4.43,IBA
SVM,6.64,2.57,3.57,3.36,3.86,2.71,5.29,IBA
KNN,4.79,3.0,3.57,2.79,4.64,3.79,5.43,IBA
SGD,6.43,3.0,3.0,3.57,2.14,4.43,5.43,IBA
RF,5.21,3.57,3.43,3.21,2.79,4.0,5.79,IBA
MLP,6.0,3.21,2.64,2.86,4.29,2.79,6.21,IBA
DTREE,4.64,3.64,2.43,2.93,5.21,2.43,6.71,IBA
avarage,5.53,3.28,3.21,3.22,3.82,3.63,5.3,IBA
std,1.0,0.56,0.49,0.55,0.98,1.04,1.1,IBA
