ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.37,3.5,3.41,3.43,4.22,4.06,4.02,IBA
DTREE,4.89,3.56,3.23,3.96,4.35,3.82,4.2,IBA
LRG,6.93,2.74,3.52,3.38,4.19,3.02,4.24,IBA
ABC,5.81,3.2,3.07,3.18,4.0,4.41,4.33,IBA
SVM,6.57,2.7,3.57,3.48,4.21,3.08,4.39,IBA
RF,6.09,3.19,3.17,3.47,3.33,4.2,4.55,IBA
MLP,6.56,2.93,3.3,3.53,3.8,3.31,4.57,IBA
KNN,5.83,2.77,3.39,3.08,4.02,3.8,5.11,IBA
avarage,6.0,3.07,3.33,3.44,4.02,3.71,4.42,IBA
std,0.68,0.34,0.17,0.26,0.33,0.52,0.33,IBA
