ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,6.41,3.91,3.99,3.38,3.61,3.6,3.11,SPE
MLP,6.8,3.63,3.98,3.75,3.33,3.36,3.16,SPE
RF,6.53,3.72,3.65,4.21,2.89,3.83,3.17,SPE
KNN,6.41,3.31,3.97,3.55,3.1,4.49,3.17,SPE
LRG,6.93,3.34,4.34,3.42,3.11,3.63,3.24,SPE
ABC,6.11,3.09,3.75,3.79,3.34,4.52,3.41,SPE
SVM,6.75,3.64,4.01,3.43,3.72,2.97,3.48,SPE
DTREE,5.32,4.05,3.42,4.39,3.92,3.28,3.62,SPE
avarage,6.41,3.59,3.89,3.74,3.38,3.71,3.3,SPE
std,0.51,0.32,0.28,0.38,0.35,0.55,0.19,SPE
