ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,4.2,3.43,3.52,4.0,4.7,4.3,3.84,PRE
SGD,4.78,3.63,3.57,4.07,4.66,3.42,3.87,PRE
DTREE,3.97,3.37,3.5,4.15,5.33,3.81,3.88,PRE
MLP,5.56,3.2,3.33,4.02,4.18,3.82,3.89,PRE
ABC,4.03,3.65,3.47,3.79,5.04,4.02,4.0,PRE
SVM,5.59,3.36,3.44,3.41,4.52,3.65,4.02,PRE
LRG,6.61,2.87,3.56,3.61,3.75,3.39,4.21,PRE
KNN,3.84,3.55,3.81,4.2,4.48,3.9,4.22,PRE
avarage,4.82,3.38,3.52,3.9,4.58,3.79,3.99,PRE
std,1.0,0.26,0.14,0.28,0.49,0.3,0.15,PRE
