ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,2.43,4.05,4.02,4.05,4.64,4.27,4.55,REC
SVM,2.01,3.75,3.2,4.62,5.2,4.29,4.93,REC
LRG,2.43,3.57,3.24,4.42,5.35,4.05,4.94,REC
MLP,2.2,3.52,2.92,4.3,5.15,4.49,5.41,REC
RF,2.37,3.57,3.09,3.69,5.26,4.25,5.78,REC
ABC,2.2,3.8,3.45,4.07,5.58,3.01,5.89,REC
DTREE,2.57,3.35,2.94,3.66,5.78,3.76,5.93,REC
KNN,1.53,4.15,3.25,4.4,5.5,3.15,6.02,REC
avarage,2.22,3.72,3.26,4.15,5.31,3.91,5.43,REC
std,0.33,0.27,0.35,0.35,0.34,0.56,0.56,REC
