ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,5.56,3.5,3.61,3.93,4.16,3.97,3.29,AUC
SGD,5.69,3.48,3.89,3.84,3.97,3.75,3.39,AUC
ABC,5.45,3.02,3.39,3.87,4.18,4.54,3.54,AUC
DTREE,4.72,3.98,3.13,4.26,4.84,3.25,3.82,AUC
RF,6.07,3.52,3.19,4.05,3.48,3.84,3.85,AUC
MLP,6.48,2.75,3.58,3.44,4.04,3.66,4.06,AUC
LRG,6.7,2.61,3.37,3.84,3.93,3.41,4.13,AUC
SVM,6.52,3.26,3.32,3.7,4.12,2.95,4.13,AUC
avarage,5.9,3.27,3.44,3.87,4.09,3.67,3.78,AUC
std,0.67,0.45,0.25,0.24,0.38,0.48,0.34,AUC
