ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.86,3.07,4.07,4.21,4.07,4.21,2.5,PRE
SVM,5.93,3.07,3.93,4.29,3.71,4.21,2.86,PRE
SGD,6.57,3.86,3.43,3.71,3.57,3.36,3.5,PRE
ABC,2.07,3.29,5.5,4.21,4.14,4.14,4.64,PRE
DTREE,4.07,4.36,2.93,2.71,5.29,3.86,4.79,PRE
MLP,6.79,2.71,3.07,2.93,3.57,4.14,4.79,PRE
KNN,3.71,4.29,4.0,2.86,4.71,3.5,4.93,PRE
RF,4.93,3.5,2.71,4.07,3.71,3.71,5.36,PRE
avarage,4.99,3.52,3.71,3.62,4.1,3.89,4.17,PRE
std,1.62,0.6,0.89,0.68,0.61,0.34,1.06,PRE
