ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.43,3.42,3.93,3.62,3.05,4.5,3.06,SPE
RF,6.49,3.7,3.68,4.18,2.84,3.8,3.32,SPE
DTREE,5.45,4.08,3.47,4.36,3.92,3.39,3.34,SPE
MLP,6.77,3.59,3.92,3.63,3.2,3.37,3.52,SPE
SGD,6.37,3.79,3.93,3.31,3.51,3.48,3.61,SPE
ABC,6.07,3.13,3.71,3.75,3.27,4.44,3.62,SPE
LRG,6.93,3.16,4.25,3.37,3.07,3.53,3.68,SPE
SVM,6.75,3.55,3.89,3.39,3.69,2.85,3.89,SPE
avarage,6.41,3.55,3.85,3.7,3.32,3.67,3.51,SPE
std,0.47,0.32,0.23,0.39,0.36,0.56,0.26,SPE
