ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.03,3.2,3.73,3.6,3.83,4.03,3.57,GEO
SGD,5.72,3.52,3.84,3.73,3.95,3.66,3.58,GEO
RF,6.31,3.34,3.25,3.99,3.38,3.86,3.87,GEO
SVM,6.69,3.16,3.55,3.66,4.24,2.82,3.88,GEO
ABC,5.68,3.0,3.3,3.86,3.96,4.32,3.89,GEO
DTREE,4.99,3.9,3.12,4.23,4.52,3.34,3.9,GEO
LRG,6.89,2.77,3.44,3.69,3.93,3.29,3.98,GEO
MLP,6.64,2.74,3.63,3.53,4.03,3.43,3.99,GEO
avarage,6.12,3.21,3.48,3.79,3.98,3.59,3.83,GEO
std,0.64,0.39,0.25,0.23,0.33,0.48,0.16,GEO
