ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.93,2.98,3.65,3.61,4.34,3.42,3.08,GEO
DTREE,5.04,3.8,3.37,4.11,4.63,3.89,3.15,GEO
RF,6.21,3.37,3.57,3.7,3.43,4.39,3.33,GEO
ABC,6.02,3.37,3.19,3.39,4.01,4.66,3.38,GEO
SVM,6.65,2.92,3.77,3.65,4.4,3.23,3.39,GEO
MLP,6.63,3.07,3.65,3.9,3.83,3.51,3.41,GEO
SGD,5.55,3.63,3.51,3.41,4.27,4.14,3.49,GEO
KNN,5.93,3.06,3.66,3.36,4.19,4.11,3.7,GEO
avarage,6.12,3.28,3.55,3.64,4.14,3.92,3.36,GEO
std,0.63,0.32,0.19,0.27,0.37,0.5,0.19,GEO
