ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.71,2.93,4.64,4.79,3.21,3.07,IBA
SVM,6.5,3.64,3.86,3.21,4.5,2.5,3.79,IBA
KNN,5.0,4.21,2.43,3.21,4.5,4.21,4.43,IBA
ABC,2.71,3.0,4.0,3.07,5.29,5.43,4.5,IBA
SGD,5.43,4.0,4.0,2.43,4.0,3.14,5.0,IBA
RF,5.07,3.86,2.93,3.29,3.29,4.14,5.43,IBA
DTREE,4.14,3.79,2.21,3.43,4.86,3.57,6.0,IBA
MLP,6.57,3.29,2.93,3.43,2.79,2.93,6.07,IBA
avarage,5.26,3.56,3.16,3.34,4.25,3.64,4.79,IBA
std,1.36,0.52,0.71,0.62,0.84,0.93,1.05,IBA
