ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.26,3.61,3.25,4.67,5.25,4.7,3.24,F1
SGD,2.47,4.23,3.9,3.82,5.11,5.02,3.44,F1
LRG,4.23,3.58,2.92,4.25,5.35,4.11,3.56,F1
RF,3.76,3.75,3.19,3.39,5.66,4.61,3.65,F1
ABC,3.07,4.15,3.49,3.82,6.03,3.52,3.91,F1
KNN,1.89,4.56,3.48,4.51,6.15,3.41,4.0,F1
MLP,2.98,3.7,3.19,4.07,5.4,4.66,4.01,F1
DTREE,2.77,3.65,3.45,3.71,5.67,4.48,4.26,F1
avarage,3.05,3.9,3.36,4.03,5.58,4.32,3.76,F1
std,0.73,0.36,0.29,0.43,0.37,0.58,0.34,F1
