ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.14,3.36,4.43,4.14,3.64,4.36,REC
ABC,2.07,3.86,4.71,3.71,5.0,3.71,4.93,REC
SGD,4.5,3.29,2.29,4.07,4.36,4.21,5.29,REC
KNN,2.71,4.5,3.43,3.43,4.93,3.64,5.36,REC
RF,4.57,3.79,2.36,3.79,3.79,4.21,5.5,REC
DTREE,3.93,3.64,3.14,2.57,4.93,4.0,5.79,REC
SVM,4.79,2.71,2.71,4.5,3.43,3.57,6.29,REC
MLP,5.5,2.36,2.64,3.14,3.64,4.21,6.5,REC
avarage,4.12,3.41,3.08,3.71,4.28,3.9,5.5,REC
std,1.17,0.68,0.79,0.65,0.63,0.29,0.7,REC
