ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.2,3.43,3.63,3.69,3.43,4.41,3.2,GEO
SGD,5.55,3.57,3.56,3.37,4.29,4.17,3.5,GEO
DTREE,5.02,3.73,3.31,4.08,4.5,3.81,3.55,GEO
SVM,6.66,2.9,3.75,3.58,4.32,3.18,3.6,GEO
ABC,5.96,3.3,3.1,3.39,3.99,4.57,3.69,GEO
KNN,5.94,3.0,3.63,3.34,4.14,4.09,3.86,GEO
MLP,6.63,3.0,3.52,3.84,3.75,3.37,3.89,GEO
LRG,6.93,2.73,3.49,3.45,4.16,3.14,4.1,GEO
avarage,6.11,3.21,3.5,3.59,4.07,3.84,3.67,GEO
std,0.63,0.35,0.21,0.26,0.34,0.56,0.28,GEO
