ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.14,3.36,4.43,4.14,3.64,4.36,REC
ABC,2.0,4.14,4.86,3.86,5.07,3.71,4.36,REC
SGD,4.5,3.14,2.43,3.93,4.5,4.21,5.29,REC
RF,4.57,3.71,2.5,3.86,3.71,4.21,5.43,REC
DTREE,4.07,3.79,3.14,2.57,4.86,4.14,5.43,REC
KNN,2.57,4.29,3.43,3.36,4.93,3.64,5.79,REC
SVM,4.79,2.71,2.86,4.5,3.43,3.57,6.14,REC
MLP,5.36,2.36,2.64,3.29,3.79,4.21,6.36,REC
avarage,4.1,3.41,3.15,3.72,4.3,3.92,5.39,REC
std,1.19,0.68,0.79,0.64,0.62,0.3,0.74,REC
