ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.14,3.93,4.5,4.29,3.86,1.64,SPE
ABC,4.21,4.29,5.5,4.07,3.21,4.57,2.14,SPE
SVM,6.29,2.71,4.07,4.21,4.86,3.57,2.29,SPE
MLP,6.79,3.71,3.71,3.07,3.64,4.36,2.71,SPE
RF,6.0,4.29,3.07,4.86,2.57,4.29,2.93,SPE
KNN,5.07,4.0,4.36,2.36,4.21,4.57,3.43,SPE
DTREE,4.93,4.86,4.43,4.14,3.21,2.86,3.57,SPE
SGD,6.43,3.5,2.71,3.43,4.57,3.21,4.14,SPE
avarage,5.79,3.81,3.97,3.83,3.82,3.91,2.86,SPE
std,0.94,0.69,0.86,0.82,0.79,0.65,0.83,SPE
