ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.62,2.84,3.73,3.57,3.8,3.27,4.17,PRE
DTREE,3.65,3.34,3.56,3.63,5.09,4.27,4.46,PRE
SGD,4.33,3.95,3.34,3.64,4.3,3.87,4.57,PRE
MLP,5.39,2.95,3.34,3.8,4.21,3.71,4.59,PRE
KNN,3.9,3.62,3.56,3.6,4.63,4.08,4.61,PRE
SVM,5.43,2.99,3.53,3.36,4.34,3.73,4.61,PRE
RF,4.11,3.49,3.18,3.39,4.84,4.29,4.69,PRE
ABC,4.11,3.55,3.11,3.48,4.96,3.71,5.07,PRE
avarage,4.69,3.34,3.42,3.56,4.52,3.87,4.6,PRE
std,1.02,0.39,0.21,0.14,0.44,0.34,0.25,PRE
