ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,2.93,3.93,4.07,3.93,4.07,3.29,PRE
ABC,2.21,3.57,5.79,4.5,4.21,4.14,3.57,PRE
SVM,5.93,2.93,3.64,4.14,3.57,3.93,3.86,PRE
DTREE,3.93,4.36,3.07,2.64,5.29,3.86,4.86,PRE
SGD,6.14,3.57,3.43,3.29,3.43,3.14,5.0,PRE
MLP,6.5,3.0,2.93,2.79,3.43,4.0,5.36,PRE
KNN,3.5,4.07,4.0,2.79,4.86,3.29,5.5,PRE
RF,4.64,3.36,2.57,3.93,3.64,3.64,6.21,PRE
avarage,4.83,3.47,3.67,3.52,4.04,3.76,4.71,PRE
std,1.52,0.53,0.99,0.73,0.7,0.37,1.03,PRE
