ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
MLP,6.66,2.96,3.73,3.71,4.21,3.62,3.11,GEO
LRG,6.91,2.93,3.62,3.76,4.12,3.5,3.16,GEO
SVM,6.7,3.25,3.68,3.81,4.48,2.92,3.17,GEO
KNN,6.02,3.21,3.76,3.7,3.95,4.07,3.27,GEO
RF,6.32,3.54,3.33,4.12,3.4,3.96,3.33,GEO
ABC,5.7,3.1,3.46,3.89,4.06,4.39,3.39,GEO
DTREE,5.06,3.93,3.22,4.31,4.5,3.33,3.66,GEO
SGD,5.67,3.48,3.87,3.73,3.89,3.58,3.77,GEO
avarage,6.13,3.3,3.58,3.88,4.08,3.67,3.36,GEO
std,0.63,0.34,0.23,0.22,0.35,0.46,0.24,GEO
