ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,2.52,4.06,3.48,3.64,5.99,4.35,3.97,REC
SGD,2.11,4.16,3.82,3.89,5.01,4.89,4.12,REC
ABC,2.26,4.38,3.66,4.05,6.13,3.21,4.3,REC
SVM,1.96,3.66,3.33,4.75,5.3,4.68,4.32,REC
KNN,1.59,4.59,3.41,4.51,6.16,3.4,4.34,REC
MLP,2.14,3.8,3.12,4.18,5.57,4.64,4.55,REC
DTREE,2.63,3.61,3.43,3.57,5.71,4.33,4.7,REC
LRG,2.39,3.69,3.17,4.3,5.43,4.25,4.77,REC
avarage,2.2,3.99,3.43,4.11,5.66,4.22,4.39,REC
std,0.33,0.36,0.23,0.41,0.41,0.6,0.28,REC
