ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.2,3.43,3.61,3.79,3.48,4.43,3.06,GEO
SVM,6.65,2.98,3.82,3.68,4.39,3.21,3.27,GEO
SGD,5.6,3.64,3.55,3.41,4.32,4.2,3.28,GEO
KNN,5.94,3.19,3.75,3.43,4.22,4.15,3.32,GEO
LRG,6.93,2.79,3.61,3.51,4.28,3.32,3.57,GEO
DTREE,4.95,3.7,3.27,4.11,4.49,3.81,3.67,GEO
MLP,6.61,3.05,3.57,3.81,3.84,3.42,3.71,GEO
ABC,5.94,3.29,3.1,3.32,3.93,4.57,3.85,GEO
avarage,6.1,3.26,3.53,3.63,4.12,3.89,3.47,GEO
std,0.64,0.32,0.24,0.26,0.34,0.53,0.27,GEO
