ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,4.34,4.07,3.61,3.78,4.45,3.97,3.79,PRE
LRG,6.62,2.75,3.69,3.56,3.84,3.27,4.26,PRE
SVM,5.47,3.0,3.56,3.37,4.38,3.72,4.51,PRE
RF,4.14,3.39,3.14,3.34,4.96,4.34,4.7,PRE
DTREE,3.65,3.29,3.43,3.6,5.05,4.23,4.75,PRE
MLP,5.4,2.92,3.34,3.74,4.19,3.65,4.77,PRE
KNN,3.86,3.53,3.41,3.49,4.61,4.05,5.04,PRE
ABC,4.11,3.59,3.1,3.48,4.94,3.68,5.11,PRE
avarage,4.7,3.32,3.41,3.54,4.55,3.86,4.62,PRE
std,1.03,0.42,0.21,0.16,0.42,0.35,0.43,PRE
