ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.86,3.21,4.14,4.64,3.07,3.5,SPE
SVM,6.21,3.71,3.86,3.5,4.21,2.93,3.57,SPE
ABC,3.71,2.57,4.21,3.5,4.29,5.64,4.07,SPE
MLP,6.86,3.29,3.93,2.86,2.71,3.64,4.71,SPE
RF,5.36,3.93,3.86,3.79,3.07,3.14,4.86,SPE
SGD,6.36,4.07,4.14,2.86,3.36,2.36,4.86,SPE
KNN,5.57,2.79,2.71,3.36,3.93,4.71,4.93,SPE
DTREE,4.21,4.93,3.0,3.93,3.64,3.14,5.14,SPE
avarage,5.61,3.52,3.62,3.49,3.73,3.58,4.46,SPE
std,1.13,0.8,0.56,0.47,0.66,1.08,0.65,SPE
