ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.0,3.64,4.0,3.71,4.07,2.93,GEO
ABC,2.5,3.93,5.07,4.07,4.07,4.21,4.14,GEO
SVM,5.86,2.57,3.79,3.93,3.93,3.57,4.36,GEO
KNN,4.79,3.36,4.21,3.14,4.29,3.64,4.57,GEO
RF,5.36,3.5,3.0,4.14,3.07,4.21,4.71,GEO
DTREE,4.43,3.64,3.71,2.71,4.36,3.71,5.43,GEO
SGD,6.14,3.07,2.79,3.36,3.57,3.36,5.71,GEO
MLP,6.64,2.21,3.21,2.79,4.14,3.21,5.79,GEO
avarage,5.29,3.16,3.68,3.52,3.89,3.75,4.71,GEO
std,1.39,0.57,0.73,0.59,0.43,0.38,0.95,GEO
