ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.41,3.26,3.96,3.57,3.02,4.48,3.3,SPE
SGD,6.43,3.85,3.97,3.28,3.56,3.55,3.37,SPE
RF,6.52,3.61,3.66,4.16,2.84,3.75,3.45,SPE
ABC,6.08,3.09,3.67,3.75,3.23,4.54,3.64,SPE
DTREE,5.3,4.06,3.4,4.34,3.92,3.31,3.66,SPE
MLP,6.79,3.52,3.87,3.62,3.15,3.32,3.74,SPE
SVM,6.74,3.59,3.94,3.32,3.64,2.88,3.89,SPE
LRG,6.93,3.13,4.08,3.24,2.92,3.48,4.23,SPE
avarage,6.4,3.51,3.82,3.66,3.28,3.66,3.66,SPE
std,0.52,0.34,0.22,0.41,0.38,0.58,0.3,SPE
