ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.16,3.5,3.61,4.04,3.37,4.16,3.16,GEO
ABC,5.8,3.46,3.26,3.6,4.12,4.34,3.41,GEO
KNN,5.97,2.96,3.93,3.86,3.86,3.97,3.45,GEO
LRG,6.93,3.11,3.49,3.61,4.13,3.22,3.51,GEO
SVM,6.66,3.2,3.51,3.51,4.52,3.02,3.59,GEO
MLP,6.55,3.15,3.41,3.7,4.18,3.4,3.61,GEO
SGD,5.99,3.58,3.57,3.49,4.4,3.3,3.67,GEO
DTREE,5.02,3.25,3.57,4.3,4.5,3.38,3.99,GEO
avarage,6.13,3.28,3.55,3.76,4.14,3.6,3.55,GEO
std,0.6,0.22,0.19,0.28,0.38,0.49,0.24,GEO
