ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.73,3.29,3.67,3.86,3.93,3.62,3.89,IBA
SVM,6.59,2.98,3.53,3.7,4.31,2.82,4.06,IBA
LRG,6.91,2.64,3.38,3.61,4.03,3.32,4.11,IBA
ABC,5.55,2.85,3.25,3.79,3.98,4.41,4.18,IBA
DTREE,4.88,3.78,3.04,4.05,4.48,3.31,4.46,IBA
MLP,6.66,2.53,3.36,3.43,4.12,3.37,4.53,IBA
KNN,5.93,3.02,3.36,3.4,3.78,3.76,4.75,IBA
RF,6.31,3.16,3.03,3.81,3.24,3.66,4.79,IBA
avarage,6.07,3.03,3.33,3.71,3.98,3.53,4.35,IBA
std,0.68,0.39,0.22,0.22,0.37,0.46,0.33,IBA
