alphas,area_GEO,volume_GEO,area_volume_ratio_GEO,edge_ratio_GEO,radius_ratio_GEO,aspect_ratio_GEO,max_solid_angle_GEO,min_solid_angle_GEO,solid_angle_GEO,area_IBA,volume_IBA,area_volume_ratio_IBA,edge_ratio_IBA,radius_ratio_IBA,aspect_ratio_IBA,max_solid_angle_IBA,min_solid_angle_IBA,solid_angle_IBA,area_AUC,volume_AUC,area_volume_ratio_AUC,edge_ratio_AUC,radius_ratio_AUC,aspect_ratio_AUC,max_solid_angle_AUC,min_solid_angle_AUC,solid_angle_AUC
1.0,4.343333333333333,4.553333333333334,3.9166666666666665,3.85,4.45,3.9500000000000006,3.6566666666666667,3.643333333333333,3.69,4.363333333333333,4.61,3.9966666666666675,3.936666666666666,4.476666666666667,4.016666666666667,3.7399999999999998,3.7266666666666666,3.8033333333333332,4.493333333333333,4.716666666666666,4.093333333333333,4.003333333333334,4.64,4.109999999999999,3.8533333333333335,3.8166666666666664,3.8833333333333333
1.5,4.18,4.416666666666667,3.893333333333333,3.72,4.403333333333333,3.8766666666666665,3.546666666666667,3.5366666666666666,3.56,4.1933333333333325,4.46,3.9566666666666666,3.78,4.456666666666667,3.92,3.606666666666667,3.6166666666666667,3.606666666666667,4.323333333333333,4.5633333333333335,4.053333333333334,3.85,4.569999999999999,4.04,3.7100000000000004,3.686666666666666,3.7133333333333334
2.0,4.123333333333334,4.37,3.7600000000000002,3.6666666666666665,4.336666666666666,3.796666666666667,3.4066666666666667,3.49,3.453333333333333,4.156666666666667,4.38,3.7733333333333334,3.7099999999999995,4.37,3.8033333333333332,3.466666666666667,3.5833333333333335,3.516666666666667,4.243333333333333,4.493333333333333,3.896666666666667,3.8033333333333332,4.503333333333334,3.9433333333333334,3.5566666666666666,3.69,3.6133333333333333
2.5,4.016666666666667,4.373333333333334,3.7733333333333334,3.603333333333333,4.329999999999999,3.733333333333333,3.3800000000000003,3.4433333333333334,3.466666666666667,4.043333333333334,4.376666666666667,3.783333333333333,3.6199999999999997,4.346666666666667,3.736666666666667,3.4033333333333338,3.5,3.5066666666666664,4.163333333333333,4.456666666666667,3.89,3.706666666666667,4.456666666666666,3.8466666666666662,3.53,3.603333333333333,3.603333333333333
3.0,4.006666666666667,4.333333333333334,3.736666666666667,3.58,4.4,3.736666666666667,3.3699999999999997,3.466666666666667,3.4333333333333336,4.01,4.343333333333333,3.733333333333334,3.6166666666666667,4.383333333333333,3.73,3.4066666666666667,3.543333333333333,3.466666666666667,4.13,4.420000000000001,3.856666666666667,3.6933333333333334,4.493333333333333,3.86,3.4933333333333336,3.6233333333333335,3.563333333333333
3.5,4.016666666666667,4.3066666666666675,3.6766666666666663,3.5366666666666666,4.336666666666667,3.72,3.366666666666667,3.3800000000000003,3.41,4.023333333333333,4.303333333333334,3.686666666666667,3.546666666666667,4.343333333333333,3.7300000000000004,3.39,3.426666666666667,3.486666666666667,4.14,4.383333333333333,3.8266666666666667,3.626666666666667,4.463333333333334,3.83,3.513333333333333,3.513333333333333,3.5433333333333334
4.0,3.996666666666666,4.34,3.6466666666666665,3.5233333333333334,4.266666666666667,3.6999999999999997,3.313333333333334,3.4,3.353333333333333,4.016666666666667,4.329999999999999,3.66,3.526666666666667,4.25,3.706666666666667,3.3366666666666664,3.4233333333333333,3.39,4.12,4.423333333333333,3.7699999999999996,3.616666666666667,4.3566666666666665,3.8000000000000003,3.4299999999999997,3.5133333333333336,3.4766666666666666
4.5,3.9633333333333334,4.366666666666666,3.6199999999999997,3.563333333333333,4.283333333333333,3.78,3.3433333333333333,3.4233333333333333,3.3733333333333335,3.9666666666666663,4.38,3.6266666666666665,3.5766666666666667,4.3,3.7566666666666664,3.3766666666666665,3.456666666666667,3.4166666666666665,4.093333333333333,4.489999999999999,3.723333333333333,3.653333333333333,4.3999999999999995,3.8633333333333333,3.473333333333333,3.5066666666666664,3.486666666666667
5.0,3.9933333333333336,4.2700000000000005,3.69,3.5466666666666664,4.336666666666666,3.76,3.3633333333333333,3.41,3.3800000000000003,3.986666666666667,4.26,3.703333333333333,3.546666666666667,4.31,3.72,3.4033333333333338,3.4333333333333336,3.4066666666666667,4.09,4.373333333333334,3.813333333333334,3.6,4.4366666666666665,3.823333333333333,3.4599999999999995,3.516666666666667,3.4766666666666666
5.5,4.066666666666667,4.306666666666666,3.6366666666666667,3.526666666666667,4.333333333333333,3.8066666666666666,3.34,3.4066666666666667,3.3466666666666662,4.0633333333333335,4.29,3.6466666666666665,3.5033333333333334,4.343333333333334,3.793333333333333,3.3633333333333333,3.4333333333333336,3.3699999999999997,4.156666666666667,4.396666666666667,3.76,3.5833333333333335,4.420000000000001,3.876666666666667,3.4499999999999997,3.5066666666666664,3.47
6.0,3.9899999999999998,4.283333333333332,3.73,3.61,4.3133333333333335,3.703333333333333,3.346666666666667,3.3833333333333333,3.3733333333333335,3.9866666666666664,4.276666666666667,3.7100000000000004,3.6,4.283333333333334,3.66,3.3666666666666667,3.4033333333333338,3.4,4.086666666666667,4.38,3.8033333333333332,3.69,4.403333333333333,3.7866666666666666,3.4566666666666666,3.473333333333333,3.483333333333333
6.5,3.986666666666667,4.3066666666666675,3.6666666666666665,3.5533333333333332,4.326666666666666,3.7533333333333334,3.39,3.3966666666666665,3.3699999999999997,3.973333333333333,4.303333333333334,3.6566666666666667,3.5566666666666666,4.323333333333333,3.723333333333333,3.39,3.3966666666666665,3.39,4.073333333333333,4.390000000000001,3.736666666666667,3.61,4.416666666666667,3.8266666666666667,3.466666666666667,3.4599999999999995,3.453333333333333
7.0,3.98,4.336666666666667,3.6833333333333336,3.643333333333333,4.296666666666667,3.763333333333333,3.3900000000000006,3.456666666666667,3.2699999999999996,3.9599999999999995,4.32,3.6633333333333336,3.6233333333333335,4.283333333333332,3.72,3.3900000000000006,3.4633333333333334,3.293333333333333,4.083333333333333,4.426666666666667,3.7566666666666664,3.6933333333333334,4.359999999999999,3.796666666666667,3.4633333333333334,3.5366666666666666,3.3366666666666664
7.5,3.9966666666666666,4.286666666666666,3.6933333333333334,3.6233333333333335,4.333333333333333,3.72,3.39,3.4633333333333334,3.36,3.9699999999999993,4.286666666666666,3.67,3.6,4.326666666666667,3.686666666666667,3.4066666666666663,3.4599999999999995,3.3699999999999997,4.086666666666667,4.38,3.793333333333333,3.6833333333333336,4.423333333333333,3.766666666666667,3.483333333333333,3.53,3.4333333333333336
8.0,4.083333333333333,4.323333333333333,3.6300000000000003,3.5933333333333333,4.343333333333334,3.733333333333333,3.376666666666667,3.4333333333333336,3.4166666666666665,4.069999999999999,4.31,3.6133333333333333,3.56,4.319999999999999,3.7133333333333334,3.3866666666666667,3.4466666666666668,3.4133333333333336,4.1866666666666665,4.406666666666667,3.7266666666666666,3.6200000000000006,4.3999999999999995,3.7866666666666666,3.4633333333333334,3.51,3.5066666666666664
8.5,4.0200000000000005,4.3500000000000005,3.733333333333333,3.5999999999999996,4.316666666666666,3.736666666666667,3.33,3.4599999999999995,3.366666666666667,4.0,4.33,3.7266666666666666,3.5833333333333335,4.283333333333334,3.7133333333333334,3.3533333333333335,3.4600000000000004,3.376666666666667,4.1000000000000005,4.426666666666667,3.8333333333333335,3.64,4.34,3.81,3.44,3.53,3.453333333333333
