ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.93,3.5,3.84,3.56,4.6,3.39,3.19,AUC
ABC,5.58,3.36,3.21,3.69,4.55,4.3,3.31,AUC
SVM,6.51,3.48,3.54,3.46,4.43,3.26,3.32,AUC
LRG,6.82,3.07,3.52,3.58,4.16,3.51,3.33,AUC
DTREE,5.09,3.34,3.58,4.3,4.88,3.47,3.34,AUC
MLP,6.41,3.17,3.29,3.78,4.26,3.62,3.47,AUC
RF,5.89,3.4,3.43,4.06,3.54,4.07,3.61,AUC
KNN,5.48,3.23,3.89,3.95,4.11,3.7,3.64,AUC
avarage,5.96,3.32,3.54,3.8,4.32,3.66,3.4,AUC
std,0.58,0.15,0.24,0.29,0.4,0.35,0.16,AUC
