ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.3,3.68,3.28,4.7,5.31,4.72,3.02,F1
LRG,4.25,3.64,2.99,4.28,5.32,4.13,3.39,F1
MLP,3.08,3.77,3.27,4.16,5.48,4.69,3.55,F1
RF,3.75,3.73,3.16,3.38,5.66,4.58,3.74,F1
KNN,1.94,4.57,3.58,4.51,6.12,3.48,3.8,F1
SGD,2.39,4.04,3.74,3.7,5.02,4.91,4.2,F1
DTREE,2.8,3.66,3.38,3.64,5.7,4.4,4.42,F1
ABC,2.96,4.04,3.45,3.7,5.94,3.38,4.53,F1
avarage,3.06,3.89,3.36,4.01,5.57,4.29,3.83,F1
std,0.73,0.32,0.24,0.47,0.36,0.58,0.52,F1
