ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.48,3.45,4.03,4.51,4.11,3.42,2.99,SPE
ABC,6.07,3.58,3.57,3.61,3.73,4.35,3.08,SPE
SGD,6.37,3.97,3.7,3.67,4.01,3.2,3.09,SPE
KNN,6.6,3.03,4.3,3.46,2.98,4.49,3.15,SPE
MLP,6.75,3.78,3.85,3.71,3.36,3.32,3.23,SPE
LRG,6.93,3.45,4.17,3.29,3.49,3.36,3.3,SPE
RF,6.33,3.65,3.61,4.1,2.8,4.16,3.34,SPE
SVM,6.77,3.71,3.63,3.42,3.78,3.3,3.39,SPE
avarage,6.41,3.58,3.86,3.72,3.53,3.7,3.2,SPE
std,0.47,0.28,0.28,0.4,0.47,0.54,0.14,SPE
