ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,6.11,3.48,3.96,3.84,3.74,3.46,3.42,SPE
LRG,6.93,3.09,4.16,3.46,3.25,3.28,3.83,SPE
ABC,6.14,3.54,3.1,3.27,3.17,4.52,4.26,SPE
DTREE,5.17,3.7,3.29,4.04,3.95,3.51,4.34,SPE
SVM,6.71,3.12,3.84,3.16,3.5,3.26,4.4,SPE
MLP,6.79,3.26,3.93,3.56,2.97,3.01,4.48,SPE
RF,6.46,3.24,3.32,3.57,2.84,4.04,4.52,SPE
KNN,6.34,3.1,3.73,2.87,2.93,4.34,4.68,SPE
avarage,6.33,3.32,3.67,3.47,3.3,3.68,4.24,SPE
std,0.55,0.23,0.38,0.37,0.4,0.55,0.42,SPE
