ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.15,3.61,3.62,4.02,3.37,4.28,2.95,GEO
KNN,5.99,2.89,3.9,3.79,3.93,3.94,3.56,GEO
DTREE,5.14,3.26,3.62,4.34,4.5,3.54,3.59,GEO
ABC,5.8,3.36,3.25,3.51,4.02,4.31,3.76,GEO
MLP,6.56,3.1,3.35,3.67,4.1,3.39,3.84,GEO
SVM,6.66,3.19,3.41,3.52,4.43,2.96,3.84,GEO
SGD,5.93,3.51,3.57,3.43,4.42,3.25,3.9,GEO
LRG,6.93,2.96,3.41,3.56,4.0,3.07,4.07,GEO
avarage,6.14,3.23,3.52,3.73,4.09,3.59,3.69,GEO
std,0.57,0.25,0.21,0.31,0.37,0.53,0.34,GEO
