ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.32,3.89,3.22,4.52,5.24,4.41,3.4,F1
LRG,4.15,3.54,3.08,4.39,5.25,4.05,3.54,F1
MLP,3.28,3.52,2.75,4.38,5.35,4.69,4.03,F1
KNN,1.84,4.44,3.53,4.76,5.8,3.31,4.31,F1
SGD,2.88,4.02,3.82,3.97,4.7,4.25,4.35,F1
RF,3.63,3.3,3.07,3.7,5.22,4.61,4.46,F1
ABC,2.96,3.81,3.48,4.02,5.71,3.41,4.6,F1
DTREE,2.92,3.46,3.14,3.9,5.97,3.73,4.89,F1
avarage,3.12,3.75,3.26,4.21,5.4,4.06,4.2,F1
std,0.67,0.37,0.33,0.36,0.4,0.53,0.51,F1
