ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.42,3.39,3.85,4.39,4.12,3.41,3.41,SPE
RF,6.31,3.52,3.45,3.93,2.77,4.02,4.0,SPE
ABC,5.99,3.34,3.39,3.48,3.49,4.2,4.11,SPE
SGD,6.32,3.72,3.53,3.37,3.77,2.97,4.32,SPE
KNN,6.52,2.88,3.99,3.11,2.77,4.2,4.52,SPE
LRG,6.93,3.09,3.88,3.1,3.27,3.09,4.64,SPE
MLP,6.75,3.43,3.52,3.43,3.11,3.07,4.69,SPE
SVM,6.75,3.33,3.33,3.19,3.48,2.97,4.97,SPE
avarage,6.37,3.34,3.62,3.5,3.35,3.49,4.33,SPE
std,0.49,0.26,0.25,0.45,0.47,0.56,0.49,SPE
