ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,3.66,3.39,3.14,3.72,5.42,4.75,3.92,F1
KNN,1.82,4.55,3.52,4.75,5.92,3.34,4.11,F1
ABC,2.92,3.87,3.45,4.09,5.93,3.47,4.28,F1
MLP,3.24,3.43,2.62,4.34,5.39,4.66,4.33,F1
DTREE,2.98,3.46,3.25,3.88,6.11,3.77,4.56,F1
SGD,2.82,3.99,3.77,4.0,4.61,4.2,4.61,F1
SVM,3.16,3.68,3.03,4.37,4.96,4.17,4.63,F1
LRG,4.08,3.3,2.83,4.2,5.09,3.85,4.64,F1
avarage,3.08,3.71,3.2,4.17,5.43,4.03,4.38,F1
std,0.66,0.42,0.38,0.32,0.53,0.52,0.27,F1
