ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.93,3.07,4.0,4.07,4.14,3.64,3.14,PRE
ABC,3.43,4.57,3.0,3.71,4.29,5.43,3.57,PRE
SVM,5.79,3.21,3.86,4.21,4.21,2.71,4.0,PRE
DTREE,4.29,4.0,2.79,2.93,6.0,3.43,4.57,PRE
SGD,5.93,3.07,2.93,4.57,2.5,4.29,4.71,PRE
KNN,3.43,3.86,3.29,3.57,4.86,4.07,4.93,PRE
MLP,6.14,3.43,2.71,2.36,4.64,3.43,5.29,PRE
RF,3.86,3.21,3.29,2.57,3.86,5.07,6.14,PRE
avarage,4.85,3.55,3.23,3.5,4.31,4.01,4.54,PRE
std,1.21,0.54,0.48,0.8,0.98,0.9,0.96,PRE
