ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.13,3.98,3.23,4.36,4.58,3.43,3.29,GEO
RF,6.33,3.46,3.36,4.12,3.42,3.93,3.39,GEO
KNN,6.01,3.16,3.73,3.7,3.94,4.05,3.41,GEO
SVM,6.69,3.25,3.62,3.79,4.38,2.82,3.45,GEO
SGD,5.72,3.59,3.89,3.76,3.86,3.68,3.49,GEO
ABC,5.69,3.04,3.38,3.87,3.98,4.36,3.69,GEO
MLP,6.66,2.82,3.6,3.59,4.02,3.5,3.81,GEO
LRG,6.91,2.8,3.48,3.53,3.91,3.27,4.1,GEO
avarage,6.14,3.26,3.54,3.84,4.01,3.63,3.58,GEO
std,0.61,0.4,0.22,0.28,0.35,0.48,0.27,GEO
