ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.58,2.89,3.84,3.85,3.87,3.62,3.34,PRE
SGD,4.94,3.66,3.54,3.98,4.28,3.7,3.9,PRE
SVM,5.8,3.19,3.43,3.75,4.32,3.52,4.0,PRE
MLP,5.43,3.01,3.35,3.66,4.45,3.94,4.15,PRE
KNN,3.84,3.84,3.69,3.84,4.48,3.93,4.38,PRE
ABC,3.9,3.11,3.39,3.9,4.85,4.3,4.54,PRE
RF,4.26,3.68,2.76,3.65,4.65,4.14,4.86,PRE
DTREE,3.68,3.79,2.98,4.08,5.13,3.47,4.87,PRE
avarage,4.81,3.4,3.37,3.84,4.5,3.83,4.25,PRE
std,1.06,0.38,0.35,0.15,0.38,0.3,0.52,PRE
