ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.19,3.39,3.57,3.63,3.39,4.44,3.4,GEO
ABC,5.96,3.3,3.16,3.38,3.99,4.57,3.65,GEO
SVM,6.66,2.92,3.71,3.58,4.25,3.14,3.74,GEO
KNN,5.98,3.08,3.64,3.34,4.13,4.03,3.79,GEO
DTREE,4.94,3.66,3.39,4.01,4.46,3.74,3.8,GEO
MLP,6.66,3.01,3.55,3.76,3.72,3.38,3.93,GEO
LRG,6.93,2.77,3.49,3.45,4.17,3.25,3.94,GEO
SGD,5.47,3.5,3.44,3.34,4.18,4.08,3.99,GEO
avarage,6.1,3.2,3.49,3.56,4.04,3.83,3.78,GEO
std,0.66,0.31,0.17,0.24,0.34,0.54,0.19,GEO
