ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.93,2.93,3.93,4.07,3.93,4.07,3.14,PRE
SVM,5.86,2.93,3.64,4.29,3.71,3.93,3.64,PRE
ABC,2.21,3.43,5.5,4.5,4.21,4.14,4.0,PRE
SGD,6.43,3.43,3.21,3.43,3.29,3.14,5.07,PRE
DTREE,4.0,4.29,2.86,2.5,5.29,3.79,5.29,PRE
MLP,6.71,2.86,2.93,2.79,3.43,3.86,5.43,PRE
KNN,3.5,4.07,3.93,2.79,4.79,3.29,5.64,PRE
RF,4.64,3.43,2.57,3.93,3.64,3.93,5.86,PRE
avarage,4.91,3.42,3.57,3.54,4.04,3.77,4.76,PRE
std,1.59,0.53,0.93,0.77,0.69,0.36,1.02,PRE
