ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.22,3.75,3.09,4.42,5.13,4.19,4.2,F1
LRG,4.08,3.34,2.93,4.2,5.24,3.92,4.29,F1
MLP,3.18,3.39,2.61,4.26,5.3,4.48,4.77,F1
SGD,2.9,3.91,3.74,3.89,4.61,4.16,4.8,F1
RF,3.55,3.24,2.97,3.57,5.21,4.52,4.93,F1
ABC,2.78,3.74,3.35,3.92,5.58,3.35,5.28,F1
KNN,1.8,4.25,3.34,4.57,5.61,3.11,5.31,F1
DTREE,2.87,3.34,3.04,3.74,5.75,3.71,5.54,F1
avarage,3.05,3.62,3.13,4.07,5.3,3.93,4.89,F1
std,0.66,0.35,0.34,0.35,0.36,0.51,0.48,F1
