ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,2.4,4.07,3.79,3.75,5.11,4.95,3.93,F1
SVM,3.17,3.38,3.1,4.51,5.16,4.49,4.19,F1
LRG,4.17,3.34,2.77,4.0,5.22,3.85,4.64,F1
MLP,2.97,3.56,3.06,3.92,5.28,4.31,4.91,F1
RF,3.57,3.49,3.0,3.22,5.37,4.25,5.09,F1
KNN,1.87,4.2,3.33,4.19,5.86,3.2,5.34,F1
ABC,2.9,3.84,3.28,3.57,5.73,3.26,5.42,F1
DTREE,2.65,3.44,3.2,3.45,5.34,4.16,5.76,F1
avarage,2.96,3.66,3.19,3.83,5.39,4.06,4.91,F1
std,0.71,0.33,0.3,0.42,0.27,0.6,0.63,F1
