ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.07,3.86,4.43,4.21,3.86,2.0,SPE
ABC,4.07,4.29,5.57,3.93,3.14,4.71,2.29,SPE
SVM,6.29,2.71,4.07,4.21,4.86,3.57,2.29,SPE
KNN,5.14,4.14,4.36,2.57,4.29,4.71,2.79,SPE
RF,6.07,4.14,3.07,4.86,2.43,4.36,3.07,SPE
MLP,6.71,3.5,3.79,3.07,3.5,4.14,3.29,SPE
SGD,6.57,3.64,2.71,3.57,4.71,3.36,3.43,SPE
DTREE,4.93,4.71,4.36,4.0,3.14,2.64,4.21,SPE
avarage,5.79,3.78,3.97,3.83,3.79,3.92,2.92,SPE
std,0.96,0.67,0.87,0.74,0.86,0.71,0.73,SPE
