ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.61,2.87,3.57,3.62,3.75,3.33,4.25,PRE
SGD,4.69,3.56,3.43,4.02,4.59,3.27,4.44,PRE
MLP,5.46,3.11,3.21,3.92,4.04,3.66,4.61,PRE
DTREE,3.85,3.28,3.39,4.02,5.18,3.61,4.67,PRE
SVM,5.51,3.25,3.35,3.29,4.41,3.48,4.71,PRE
KNN,3.72,3.5,3.66,4.07,4.4,3.76,4.89,PRE
ABC,3.87,3.52,3.35,3.64,4.87,3.84,4.91,PRE
RF,4.0,3.34,3.37,3.84,4.52,4.0,4.93,PRE
avarage,4.71,3.3,3.42,3.8,4.47,3.62,4.68,PRE
std,1.05,0.23,0.14,0.27,0.45,0.25,0.24,PRE
