ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,5.53,3.48,3.49,3.27,4.16,4.0,4.06,GEO
LRG,6.93,2.72,3.48,3.38,4.12,3.2,4.16,GEO
ABC,5.9,3.2,2.97,3.24,3.82,4.48,4.39,GEO
DTREE,4.85,3.54,3.25,3.94,4.35,3.66,4.4,GEO
SVM,6.62,2.83,3.56,3.42,4.11,3.05,4.42,GEO
RF,6.08,3.17,3.27,3.43,3.18,4.19,4.68,GEO
MLP,6.61,2.87,3.34,3.59,3.53,3.23,4.83,GEO
KNN,5.89,2.87,3.43,3.09,3.84,3.8,5.07,GEO
avarage,6.05,3.09,3.35,3.42,3.89,3.7,4.5,GEO
std,0.67,0.31,0.19,0.26,0.38,0.51,0.34,GEO
