ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.19,3.42,3.11,4.52,5.15,4.48,4.14,F1
LRG,4.16,3.38,2.88,4.13,5.27,3.9,4.29,F1
SGD,2.37,4.02,3.7,3.71,4.98,4.9,4.32,F1
RF,3.6,3.53,3.02,3.2,5.52,4.42,4.7,F1
MLP,2.96,3.55,3.1,3.93,5.33,4.41,4.73,F1
ABC,2.89,3.93,3.32,3.68,5.84,3.31,5.02,F1
KNN,1.87,4.24,3.34,4.21,5.96,3.19,5.2,F1
DTREE,2.67,3.51,3.26,3.48,5.51,4.2,5.38,F1
avarage,2.96,3.7,3.22,3.86,5.44,4.1,4.72,F1
std,0.71,0.32,0.25,0.42,0.33,0.6,0.45,F1
