ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.14,3.36,4.43,4.0,3.64,4.57,REC
DTREE,3.93,3.79,3.29,2.57,5.0,4.29,5.14,REC
RF,4.57,3.79,2.5,3.86,3.57,4.07,5.64,REC
KNN,2.64,4.36,3.36,3.29,5.0,3.57,5.79,REC
ABC,2.07,3.79,4.5,3.57,4.79,3.5,5.79,REC
SVM,4.79,2.86,2.86,4.5,3.43,3.71,5.86,REC
MLP,5.29,2.36,2.79,3.29,3.64,4.36,6.29,REC
SGD,4.07,3.0,2.29,3.93,4.36,4.07,6.29,REC
avarage,4.03,3.38,3.12,3.68,4.22,3.9,5.67,REC
std,1.13,0.65,0.69,0.64,0.65,0.33,0.57,REC
