ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.02,2.91,3.95,3.84,3.87,3.98,3.43,GEO
RF,6.11,3.52,3.48,3.98,3.19,4.19,3.54,GEO
SGD,6.02,3.55,3.57,3.52,4.47,3.26,3.61,GEO
DTREE,5.18,3.25,3.63,4.3,4.49,3.44,3.7,GEO
ABC,5.81,3.34,3.11,3.57,4.04,4.33,3.8,GEO
SVM,6.68,3.19,3.43,3.52,4.35,2.98,3.84,GEO
MLP,6.54,3.04,3.39,3.67,4.09,3.31,3.95,GEO
LRG,6.93,3.0,3.39,3.52,3.99,3.11,4.05,GEO
avarage,6.16,3.22,3.5,3.74,4.06,3.58,3.74,GEO
std,0.55,0.24,0.24,0.28,0.42,0.51,0.21,GEO
