ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.91,2.72,3.61,3.82,4.21,3.52,3.2,IBA
SVM,6.62,3.1,3.66,3.8,4.57,2.93,3.3,IBA
RF,6.34,3.55,3.35,4.05,3.48,3.88,3.35,IBA
ABC,5.61,2.97,3.41,3.92,4.19,4.5,3.41,IBA
MLP,6.7,2.76,3.57,3.59,4.3,3.53,3.55,IBA
SGD,5.74,3.38,3.71,3.89,3.98,3.73,3.57,IBA
KNN,5.98,3.12,3.68,3.63,4.0,4.01,3.57,IBA
DTREE,5.07,3.98,3.11,4.25,4.62,3.37,3.6,IBA
avarage,6.12,3.2,3.51,3.87,4.17,3.68,3.44,IBA
std,0.63,0.42,0.21,0.22,0.36,0.47,0.15,IBA
