ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.13,3.34,3.66,4.34,4.58,3.52,3.43,IBA
RF,6.01,3.42,3.52,3.96,3.43,4.17,3.49,IBA
ABC,5.8,3.28,3.26,3.58,4.23,4.32,3.53,IBA
MLP,6.57,2.98,3.2,3.86,4.24,3.52,3.61,IBA
SVM,6.63,3.2,3.35,3.44,4.59,3.02,3.76,IBA
SGD,6.02,3.55,3.59,3.5,4.42,3.16,3.77,IBA
KNN,5.88,2.86,3.93,3.81,3.87,3.8,3.85,IBA
LRG,6.93,2.82,3.4,3.52,4.1,3.16,4.07,IBA
avarage,6.12,3.18,3.49,3.75,4.18,3.58,3.69,IBA
std,0.57,0.27,0.24,0.3,0.39,0.48,0.21,IBA
