ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,2.57,4.64,3.21,3.5,5.14,4.5,4.43,REC
LRG,4.93,2.93,3.21,4.29,4.14,3.5,5.0,REC
KNN,3.29,4.14,3.29,3.21,5.64,3.14,5.29,REC
SVM,5.14,2.79,3.43,4.5,3.93,2.86,5.36,REC
SGD,4.71,2.86,3.14,4.71,2.71,4.29,5.57,REC
RF,3.93,3.21,3.29,3.0,3.79,4.5,6.29,REC
MLP,5.57,3.21,2.14,2.79,4.71,3.07,6.5,REC
DTREE,4.0,3.64,1.93,2.79,5.71,3.21,6.71,REC
avarage,4.27,3.43,2.96,3.6,4.47,3.63,5.64,REC
std,1.01,0.67,0.58,0.79,1.03,0.68,0.79,REC
