ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.18,3.32,3.55,3.65,3.38,4.44,3.48,GEO
DTREE,4.96,3.68,3.3,4.08,4.48,3.84,3.65,GEO
ABC,5.98,3.29,3.1,3.37,3.93,4.5,3.84,GEO
SGD,5.53,3.53,3.48,3.31,4.2,4.06,3.89,GEO
KNN,5.97,3.08,3.58,3.28,4.03,4.01,4.05,GEO
SVM,6.64,2.83,3.55,3.45,4.16,3.05,4.33,GEO
LRG,6.93,2.62,3.43,3.33,4.0,3.03,4.66,GEO
MLP,6.66,2.92,3.3,3.61,3.63,3.22,4.66,GEO
avarage,6.11,3.16,3.41,3.51,3.98,3.77,4.07,GEO
std,0.65,0.36,0.17,0.27,0.34,0.6,0.44,GEO
