ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.66,2.84,3.7,3.57,3.82,3.3,4.11,PRE
SGD,4.3,4.01,3.5,3.64,4.39,3.95,4.21,PRE
SVM,5.47,2.99,3.64,3.43,4.41,3.75,4.32,PRE
KNN,3.96,3.69,3.61,3.62,4.65,4.14,4.34,PRE
RF,4.16,3.46,3.16,3.38,4.93,4.33,4.57,PRE
MLP,5.36,2.9,3.38,3.79,4.23,3.57,4.77,PRE
ABC,4.05,3.55,3.16,3.56,5.0,3.73,4.95,PRE
DTREE,3.63,3.19,3.46,3.52,5.01,4.16,5.03,PRE
avarage,4.7,3.33,3.45,3.56,4.56,3.87,4.54,PRE
std,1.03,0.42,0.21,0.13,0.42,0.34,0.35,PRE
