ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,6.13,3.58,3.57,4.02,3.3,4.19,3.22,GEO
ABC,5.83,3.46,3.31,3.59,4.11,4.38,3.32,GEO
KNN,5.98,2.98,3.99,3.84,3.91,3.96,3.34,GEO
SVM,6.66,3.28,3.52,3.58,4.53,3.05,3.37,GEO
LRG,6.93,3.11,3.45,3.7,4.17,3.25,3.39,GEO
MLP,6.55,3.11,3.45,3.76,4.19,3.44,3.49,GEO
SGD,5.97,3.57,3.55,3.48,4.49,3.39,3.55,GEO
DTREE,5.18,3.3,3.64,4.32,4.57,3.43,3.56,GEO
avarage,6.15,3.3,3.56,3.79,4.16,3.64,3.4,GEO
std,0.55,0.22,0.2,0.27,0.42,0.48,0.12,GEO
