ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.06,3.32,3.53,4.22,4.86,3.34,3.67,AUC
RF,5.83,3.28,3.25,3.98,3.48,3.94,4.25,AUC
KNN,5.45,3.13,3.77,3.82,3.94,3.58,4.3,AUC
ABC,5.53,3.19,3.0,3.48,4.29,4.15,4.37,AUC
SGD,5.8,3.3,3.59,3.39,4.41,3.13,4.39,AUC
MLP,6.31,3.1,3.01,3.61,4.04,3.47,4.46,AUC
SVM,6.4,3.22,3.31,3.23,4.11,3.02,4.71,AUC
LRG,6.72,2.76,3.27,3.37,3.88,3.19,4.81,AUC
avarage,5.89,3.16,3.34,3.64,4.12,3.48,4.37,AUC
std,0.56,0.18,0.27,0.34,0.41,0.4,0.34,AUC
