ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.71,3.86,4.0,3.71,3.43,3.79,IBA
ABC,2.71,3.93,4.86,4.0,3.79,4.29,4.43,IBA
SVM,5.71,2.36,3.79,3.43,3.79,3.43,5.5,IBA
KNN,4.21,3.57,3.86,2.71,4.29,3.71,5.64,IBA
RF,5.36,3.0,2.86,4.29,3.0,3.79,5.71,IBA
DTREE,3.93,3.93,3.43,2.71,4.5,3.79,5.71,IBA
MLP,6.86,2.0,2.93,2.93,3.86,3.36,6.07,IBA
SGD,5.86,2.86,2.71,3.64,3.79,3.0,6.14,IBA
avarage,5.14,3.04,3.54,3.46,3.84,3.6,5.38,IBA
std,1.41,0.71,0.71,0.62,0.44,0.38,0.83,IBA
