ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,5.84,3.51,3.44,4.09,3.61,4.11,3.39,AUC
ABC,5.61,3.31,3.16,3.69,4.5,4.25,3.48,AUC
DTREE,4.96,3.34,3.53,4.27,4.92,3.39,3.59,AUC
KNN,5.4,3.22,3.89,3.91,3.98,3.64,3.95,AUC
SGD,5.76,3.43,3.66,3.35,4.44,3.21,4.13,AUC
MLP,6.37,3.11,3.15,3.63,4.07,3.5,4.17,AUC
SVM,6.48,3.34,3.4,3.33,4.22,3.01,4.22,AUC
LRG,6.77,2.9,3.29,3.48,4.0,3.26,4.3,AUC
avarage,5.9,3.27,3.44,3.72,4.22,3.55,3.9,AUC
std,0.6,0.19,0.25,0.35,0.4,0.44,0.37,AUC
