ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.0,3.14,3.36,4.5,4.14,3.64,4.21,REC
SVM,5.0,3.0,3.0,4.79,3.57,3.86,4.79,REC
ABC,1.93,3.93,4.71,3.64,4.93,3.57,5.29,REC
SGD,4.36,3.29,2.29,4.07,4.21,4.21,5.57,REC
KNN,2.71,4.5,3.43,3.29,4.93,3.5,5.64,REC
RF,4.57,3.71,2.5,3.86,3.43,3.93,6.0,REC
MLP,5.36,2.36,2.71,3.29,3.71,4.36,6.21,REC
DTREE,3.79,3.64,3.0,2.36,4.86,4.07,6.29,REC
avarage,4.09,3.45,3.12,3.72,4.22,3.89,5.5,REC
std,1.21,0.65,0.75,0.77,0.62,0.31,0.72,REC
