ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.19,3.48,3.09,4.56,5.2,4.6,3.89,F1
RF,3.75,3.66,3.11,3.34,5.65,4.55,3.93,F1
LRG,4.19,3.48,2.86,4.07,5.27,4.02,4.11,F1
MLP,2.99,3.7,3.2,3.98,5.44,4.55,4.14,F1
SGD,2.42,4.02,3.71,3.68,5.0,4.89,4.28,F1
ABC,3.03,4.02,3.36,3.7,5.89,3.43,4.56,F1
DTREE,2.8,3.64,3.36,3.56,5.7,4.35,4.59,F1
KNN,1.86,4.39,3.37,4.3,6.04,3.3,4.74,F1
avarage,3.03,3.8,3.26,3.9,5.52,4.21,4.28,F1
std,0.73,0.32,0.25,0.4,0.36,0.58,0.32,F1
